template_id,qid,question_text,marks,ideal_reference_answer,key_pillars
T016,B-5,"5. Explain Time Series Forecasting using ML models such as ARIMA, LSTMs, and Prophet.",5,"Time series forecasting involves predicting future values based on previously observed values ordered in time. Unlike standard regression, time series data has a temporal dependency, meaning the order of data points matters significantly.

1. ARIMA (AutoRegressive Integrated Moving Average)
ARIMA is a classic statistical model used for analyzing and forecasting time series data. It works by looking at the relationship between an observation and a number of lagged (past) observations.

How it works: it combines Autoregression (using past values), Integration (differencing the data to make it ""stationary"" or stable), and Moving Average (using past forecast errors).

Best for: Short-term forecasting where the data patterns are relatively stable and linear.

2. LSTM (Long Short-Term Memory)
LSTMs are a specialized type of Recurrent Neural Network (RNN) designed to learn long-term dependencies in sequential data.

How it works: Unlike traditional models, LSTMs have a ""memory cell"" and ""gates"" (input, forget, and output gates) that decide which information from the past should be kept or discarded.

Best for: Complex, non-linear data with long-term patterns, such as stock market fluctuations or speech recognition, where distant past events influence the future.

3. Prophet
Prophet is an open-source forecasting tool developed by Meta (Facebook). It is designed to handle the common features of business time series.

How it works: It uses an additive model where non-linear trends are fit with yearly, weekly, and daily seasonality, plus holiday effects. It is very robust to missing data and shifts in the trend.

Best for: Business applications with strong seasonal patterns and several seasons of historical data (e.g., retail sales or website traffic).",
T016,C-1,1. Define supervised learning with an example.,2,"Supervised Learning is a type of machine learning where a model is trained on a labeled dataset. This means for every input, the correct output (ground truth) is provided. The model learns a mapping function to predict the output for new, unseen data.

Example: In Email Spam Detection, the model is fed thousands of emails labeled as ""Spam"" or ""Not Spam."" It learns to identify patterns (like specific keywords) to classify future incoming emails.",
T016,C-2,2. What is precision in classification metrics?,2,"Precision measures the accuracy of a model's positive predictions. It answers the question: ""Of all the instances the model flagged as positive, how many were actually correct?""

It is calculated by dividing True Positives by the sum of True Positives and False Positives. High precision is crucial when the ""cost"" of a false alarm is high.
+1

Example: In spam detection, high precision ensures that important work emails aren't accidentally moved to the spam folder.",
T016,C-3,3. Explain the term kernel function.,2,"A Kernel Function is a mathematical tool used in algorithms like Support Vector Machines (SVM) to handle non-linear data. It calculates the similarity between two points in a high-dimensional space without actually performing the complex transformation coordinates. This is often called the ""Kernel Trick.""

Example: If data points are arranged in a circle and cannot be separated by a straight line in 2D, a kernel function projects them into 3D, where a flat plane can easily divide the classes.",
T016,C-4,4. Define feature scaling.,2,"Feature Scaling is a data preprocessing technique used to normalize the range of independent variables or features of data. In machine learning, it ensures that all features contribute equally to the model’s result, preventing features with larger numeric values from dominating those with smaller ones.
+1

Example: If one feature is ""Age"" (0–100) and another is ""Annual Income"" (0–100,000), a model might incorrectly assume income is more important simply because the numbers are larger. Scaling brings both to a similar range, like 0 to 1.",
T016,C-5,5. What is bagging?,2,"Bagging (short for Bootstrap Aggregating) is an ensemble learning technique designed to improve the stability and accuracy of machine learning algorithms. It works by reducing variance, which helps prevent a model from overfitting to the training data.

How it works: The algorithm creates multiple subsets of the original data by sampling with replacement (bootstrapping). A separate model is trained on each subset, and their individual predictions are combined—usually by voting for classification or averaging for regression.
+1

Example: Random Forest is a famous bagging algorithm that uses many decision trees to reach a single, robust conclusion.",
T016,C-6,6. Explain gradient vanishing. --- PAGE 2 ---,2,"Vanishing Gradient is a problem encountered during the training of deep neural networks where the gradients (signals used to update weights) become extremely small as they are backpropagated from the output layer toward the input layer.

Because the gradient shrinks at each layer, the weights of the initial layers barely change, preventing the network from learning effectively. This often happens with activation functions like Sigmoid or Tanh, which ""squash"" inputs into a small range.
+1

Solution: Using the ReLU (Rectified Linear Unit) activation function or Batch Normalization helps keep the gradients healthy and flowing.",
T017,A-1,1 . Give 5 Domains of AI,3,"AI is a versatile field with applications across nearly every industry. Five key domains include:

Computer Vision: Enables machines to interpret visual data from the world, used in facial recognition and autonomous vehicles.

Natural Language Processing (NLP): Focuses on the interaction between computers and human language, powering chatbots and real-time translation.

Robotics: Involves designing AI-powered machines that can perform physical tasks, such as automated assembly lines or surgical assistants.

Expert Systems: Programs that mimic the decision-making ability of a human expert in specialized fields like medical diagnosis or financial planning.

Machine Learning: The core domain that uses algorithms to identify patterns in data, essential for recommendation engines and fraud detection.",
T017,A-2,2. what is data preprocessing ?and why it is important?,3,"Data Preprocessing is the process of cleaning and transforming raw data into a format that is suitable for a machine learning model. Raw data is often ""messy""—it may contain errors, missing values, inconsistent formats, or noise that can confuse an algorithm.
+1

Why It Is Important
Accuracy: ""Garbage in, garbage out."" High-quality data is essential for accurate predictions. If the data is biased or incorrect, the model will be too.

Efficiency: Properly formatted data allows models to train faster and consume less computational power.

Consistency: It handles missing values and outliers that would otherwise cause mathematical errors during the training process.

Feature Compatibility: It scales numbers (like age and salary) to similar ranges so that one feature doesn't unfairly dominate others.",
T017,A-3,"3 . what are hyperparameters ? , give two example",3,"Hyperparameters are the external configurations set by the practitioner before the training process begins. Unlike model parameters (like weights and biases), which the model learns automatically from the data, hyperparameters remain constant during training and directly control how the learning process behaves.

They are essential because they determine the model’s architecture and its ability to generalize to new data. If hyperparameters are set incorrectly, the model may overfit or fail to learn at all.
+1

Two Examples
Learning Rate: This controls how much the model changes its weights in response to the estimated error each time it is updated. A rate that is too high might cause the model to overshoot the optimal solution, while a rate that is too low makes training painfully slow.
+1

Number of Hidden Layers: In a neural network, this defines the complexity of the model's architecture. More layers allow the model to learn more complex patterns but increase the risk of overfitting.",
T017,A-4,4 . Explain types of clustering,3,"Clustering is an unsupervised learning technique that groups similar data points together. There are four primary types:

Centroid-based Clustering: Organizes data into non-overlapping clusters based on the distance to a central point (centroid).

Example: K-Means. It is efficient but requires you to specify the number of clusters in advance.
+1

Density-based Clustering: Connects areas of high point density into clusters. It is excellent for finding clusters of arbitrary shapes and identifying outliers (noise).
+1

Example: DBSCAN. It doesn't force every point into a cluster if it's in a sparse region.

Hierarchical Clustering: Builds a multi-level hierarchy of clusters. It can be ""bottom-up"" (merging small clusters) or ""top-down"" (splitting one big cluster).

Example: Agglomerative Clustering. Results are often visualized using a tree-like diagram called a Dendrogram.

Distribution-based Clustering: Assumes data is composed of a mixture of different probability distributions (like Gaussian). It provides the probability that a point belongs to a specific cluster.
+1

Example: Gaussian Mixture Models (GMM).",
T017,A-5,"5. what is classification and regression ?, explain with examples",3,"In machine learning, Classification and Regression are the two primary types of supervised learning. The main difference lies in the nature of the output they predict.
+1

1. Classification
Classification is used when the output variable is categorical (discrete). The goal is to predict which ""class"" or ""label"" a piece of data belongs to.
+1

How it works: It creates a decision boundary to separate different categories.

Example: Email Filtering. A model analyzes an incoming email and classifies it as either ""Spam"" or ""Not Spam."" There is no middle ground; it is one or the other.

2. Regression
Regression is used when the output variable is numerical (continuous). The goal is to predict a specific quantity or value.
+1

How it works: It finds the relationship between variables to map an input to a specific numerical point on a scale.

Example: House Price Prediction. A model takes inputs like square footage and location to predict a specific price, such as $350,500. The output can be any value within a range.",
T017,A-6,6. Give advantages and Disadvantages of Decision tree,3,"A Decision Tree is a versatile supervised learning algorithm used for both classification and regression. It mimics human decision-making by splitting data into branches based on feature values.

Advantages
Easy to Interpret: They are ""white-box"" models. You can easily visualize the logic and explain to non-technical users exactly why a specific decision was made.

Little Data Preparation: Unlike many algorithms, they don't require feature scaling (normalization) or complex handling of missing values.

Handles Multi-type Data: They can process both numerical (age) and categorical (gender) data simultaneously without needing one-hot encoding.

Non-linear Relationships: They can capture complex, non-linear relationships between features without needing a specific mathematical formula.

Disadvantages
Overfitting: High-depth trees often become too complex, memorizing the noise in the training data rather than learning the general pattern.

Instability: Small changes in the data can result in a completely different tree structure being generated.

Bias toward Dominant Classes: If the dataset is imbalanced (e.g., 90% ""Yes"" and 10% ""No""), the tree tends to favor the majority class.",
T017,A-7,7. how to make model underfit and overfit,3,"In machine learning, overfitting occurs when a model learns the training data and its noise too well, while underfitting happens when a model is too simple to capture the underlying pattern.

How to make a model Overfit
To force a model to overfit, you essentially make it ""too powerful"" for the amount of data it has:

Increase Complexity: Add more layers to a neural network or increase the depth of a decision tree.

Train for Longer: In deep learning, increase the number of ""epochs"" so the model keeps adjusting to every tiny error in the training set.

Use More Features: Include irrelevant or redundant variables that allow the model to find coincidental patterns.

Reduce Data: Using a very small dataset makes it easier for the model to ""memorize"" every point.

How to make a model Underfit
To force a model to underfit, you make it ""too weak"" or restricted to learn:

Decrease Complexity: Use a linear model (like Linear Regression) for a complex, non-linear problem.

Over-Regularization: Apply very high ""penalty"" values (like L1/L2 regularization) that prevent the weights from changing enough to learn.

Stop Training Early: End the training process before the model has had a chance to minimize the error.

Remove Key Features: Exclude the actual variables that drive the outcome, leaving the model with no meaningful information to learn from.",
T017,A-8,8. Give 5 application of machine learning in real life,3,"Machine Learning has become an invisible part of our daily routines. Here are five major real-life applications:

Personalized Recommendations: Streaming services like Netflix and Spotify use machine learning to analyze your past behavior and suggest movies or songs that match your preferences. Similarly, Amazon uses it to show ""Products you might like.""

Fraud Detection: Banks and credit card companies use ML to monitor transactions in real-time. By learning your typical spending habits, the system can instantly flag and block a transaction if it occurs in an unusual location or for an abnormally large amount.

Virtual Personal Assistants: Tools like Siri, Alexa, and Google Assistant use Natural Language Processing (NLP) to understand your voice commands, search for information, and perform tasks like setting alarms or playing music.

Healthcare Diagnosis: ML models assist doctors by analyzing medical images (like X-rays or MRIs) to detect diseases such as cancer at much earlier stages than the human eye might catch. They are also used to predict patient readmission risks.

Self-Driving Cars: Autonomous vehicles use deep learning and computer vision to process data from cameras and sensors. This allows the car to ""see"" its surroundings, identify pedestrians, read traffic signs, and make split-second driving decisions.",
T017,A-9,9. state steps in making ML models,3,"Creating a Machine Learning model is a structured process that transforms raw data into an intelligent system. Here are the essential steps:

Problem Definition: Clearly define the goal. Are you predicting a number (Regression) or a category (Classification)? Identifying the right success metrics is crucial here.

Data Collection: Gather relevant data from various sources like databases, APIs, or web scraping. The quality of your model depends entirely on this data.

Data Preprocessing: Clean the data by handling missing values, removing outliers, and encoding categorical variables.

Feature Engineering & Selection: Transform raw data into meaningful features (e.g., extracting ""Day of Week"" from a date) and select the most important ones to reduce noise.

Model Selection: Choose an appropriate algorithm (like Random Forest, SVM, or Neural Networks) based on the problem type and data size.

Training the Model: Split your data into ""Training"" and ""Testing"" sets. Feed the training data to the algorithm so it can learn patterns by adjusting its internal parameters.

Evaluation: Use the test set to check how the model performs on unseen data using metrics like Accuracy, Precision, or Mean Squared Error.


Deployment: Once satisfied, integrate the model into a real-world environment where it can take live inputs and provide predictions.",
T017,A-10,10. importance of data in ML,3,"Data is the foundational element of Machine Learning; without it, an algorithm has no patterns to learn from. Here is why data is considered the ""fuel"" of AI:

Pattern Discovery: ML models do not follow hard-coded rules. Instead, they require vast amounts of data to discover statistical relationships and hidden patterns that humans might miss.
+1

Model Accuracy: The ""Garbage In, Garbage Out"" (GIGO) principle applies here. The quality and quantity of data directly determine how well a model performs. More diverse data helps the model generalize better to real-world scenarios.
+2

Feature Representation: Data provides the raw material for ""features"" (variables). For example, in a housing model, data points like ""square footage"" and ""neighborhood"" are the only way the model understands what a house is.

Evaluation and Validation: Data is essential not just for training, but for testing. We use separate data to ""grade"" the model and ensure it hasn't just memorized the training set (overfitting).",
T017,B-1,"1. Discuss the challenges in machine learning , such as imbalanced data ,missing values , curse of dimensionality and concept drift , Provide solution for each",8,"Machine Learning faces several real-world hurdles that can degrade model performance. Addressing these during the preprocessing and monitoring phases is critical for building robust systems.
+1

1. Imbalanced Data
This occurs when one class significantly outperforms the other (e.g., 99% ""No Fraud"" vs. 1% ""Fraud""). Models become biased toward the majority class, ignoring the minority.
+1

Solution: Use SMOTE (Synthetic Minority Over-sampling Technique) to create artificial minority samples, or perform Under-sampling of the majority class. Evaluation should focus on F1-Score or Precision-Recall rather than simple accuracy.
+1

2. Missing Values
Missing data can lead to biased estimates or cause mathematical errors in many algorithms.

Solution: Use Imputation (filling gaps with Mean, Median, or Mode). For more complex data, use K-Nearest Neighbors (KNN) Imputation to predict the missing value based on similar data points.
+1

3. Curse of Dimensionality
As the number of features (dimensions) increases, the volume of the space grows exponentially, making the data points sparse. This makes it difficult for algorithms to find patterns.

Solution: Use Dimensionality Reduction techniques like PCA (Principal Component Analysis) to compress features, or Feature Selection to remove irrelevant variables.

4. Concept Drift
This happens when the statistical properties of the target variable change over time, making a previously accurate model obsolete (e.g., shopping habits changing after a global pandemic).

Solution: Implement Continuous Monitoring and Online Learning, where the model is periodically retrained on the most recent data to stay aligned with current trends.",
T017,B-2,2. What is Regularization and its role in ML ? explain its types in detail.,8,"Regularization is a technique used to discourage a model from becoming overly complex, which helps prevent overfitting. In Machine Learning, when a model fits the training data too closely, it captures ""noise"" rather than the underlying pattern, leading to poor performance on new data.+1Regularization works by adding a penalty term to the loss function. This penalty discourages the model from assigning excessively high weights ($w$) to any single feature, effectively ""smoothing"" the model's decision boundary.+1The Role of RegularizationReduces Variance: It prevents the model from fluctuating wildly to hit every training data point.Feature Selection: Certain types of regularization can automatically eliminate irrelevant features.Improves Generalization: By keeping weights small, the model becomes more robust and performs better on unseen data.Types of Regularization1. L1 Regularization (Lasso Regression)Lasso stands for Least Absolute Shrinkage and Selection Operator. It adds a penalty equal to the absolute value of the magnitude of coefficients.+1Formula: $Loss = Error + \lambda \sum |w_i|$Key Characteristic: It can shrink some coefficients exactly to zero.Use Case: Excellent for Feature Selection, as it effectively removes unimportant variables from the model.2. L2 Regularization (Ridge Regression)Ridge adds a penalty equal to the square of the magnitude of coefficients.Formula: $Loss = Error + \lambda \sum w_i^2$Key Characteristic: It shrinks coefficients toward zero but never makes them exactly zero. It keeps all features but minimizes their impact.Use Case: Best when you have many features that all contribute slightly to the output.3. Elastic Net RegularizationElastic Net is a hybrid approach that combines both L1 and L2 penalties.Use Case: It is useful when there are multiple correlated features. While Lasso might pick one at random, Elastic Net maintains a group effect, providing a more stable result.",
T017,B-3,"3. What is Ensemble Learning , explain Bagging and Boosting with Examples",8,"Ensemble Learning is a powerful machine learning strategy that combines the predictions of multiple individual models (often called ""base learners"") to produce a single, more accurate, and robust prediction. The core philosophy is that a ""committee"" of models will perform better than any single model alone, as individual errors tend to cancel each other out.

The two most common techniques in Ensemble Learning are Bagging and Boosting.

1. Bagging (Bootstrap Aggregating)
Bagging aims to reduce variance (overfitting) by training multiple versions of the same model type on different subsets of the data.

How it works: 1.  Bootstrapping: Multiple random subsets are created from the original dataset with replacement.
2.  Parallel Training: A base model (usually a Decision Tree) is trained independently on each subset.
3.  Aggregation: For classification, the final result is decided by majority voting; for regression, it is the average of all predictions.

Example: Random Forest. If you want to predict if an image is a ""Cat,"" you train 100 trees on different parts of your data. If 80 trees say ""Cat"" and 20 say ""Dog,"" the final output is ""Cat.""

2. Boosting
Boosting aims to reduce bias (underfitting) by training models sequentially. Each new model attempts to correct the errors made by the previous one.

How it works:

Sequential Training: The first model is trained on the entire dataset.

Weighting: Data points that were misclassified by the first model are given ""higher weights.""

Correction: The next model focuses more on these difficult, high-weight cases. This repeats for many iterations.

Final Prediction: The final output is a weighted sum of all the models' predictions.

Example: AdaBoost (Adaptive Boosting) or XGBoost. Imagine a student learning for an exam; after the first practice test, they spend extra time only on the questions they got wrong, becoming more specialized with each round.",
T017,B-4,"4. Describe Entire ML Pipeline , explain each step and explain how to evaluate Model.",8,"The Machine Learning Pipeline is a systematic, end-to-end workflow that transforms raw data into a functional, predictive model. It ensures that the process is reproducible, scalable, and efficient.1. The Steps of the ML PipelineA. Data Collection and IngestionThe first step involves gathering data from diverse sources such as SQL databases, CSV files, IoT sensors, or web scraping. The goal is to collect enough representative data to cover all possible real-world scenarios.B. Data Cleaning and PreprocessingRaw data is rarely ready for a model. This step includes:Handling Missing Values: Using imputation (mean/median) or dropping rows.Outlier Detection: Removing anomalies that might skew results.Encoding: Converting categorical text (e.g., ""Red"", ""Blue"") into numbers.Scaling: Normalizing features so that variables with large ranges (like salary) don't overpower smaller ones (like age).C. Feature EngineeringThis is the ""secret sauce"" of ML. It involves creating new input variables from existing ones to improve model accuracy—for example, extracting ""Hour of Day"" from a timestamp to predict traffic patterns.D. Model Selection and TrainingYou select an algorithm (e.g., Random Forest, SVM, or XGBoost) and feed it the Training Set. The model adjusts its internal parameters (weights) to map inputs to the correct outputs.E. Hyperparameter TuningBefore finalizing, you tweak settings that aren't learned by the model (e.g., the depth of a tree). Techniques like Grid Search are used to find the ""sweet spot"" for performance.2. How to Evaluate the ModelEvaluation determines how well the model generalizes to unseen data. We use a Test Set (data the model has never seen) and apply specific metrics depending on the problem type:For Classification Problems:Accuracy: The percentage of total correct predictions. (Careful: This is misleading if data is imbalanced!)Precision: Out of all predicted ""Positives,"" how many were actually correct? (Reduces False Alarms).Recall: Out of all actual ""Positives,"" how many did the model catch? (Reduces Missed Cases).F1-Score: The harmonic mean of Precision and Recall; best for imbalanced datasets.For Regression Problems:Mean Absolute Error (MAE): The average of the physical distance between predicted and actual values.Root Mean Squared Error (RMSE): Similar to MAE but punishes large errors more heavily.$R^2$ Score: Represents how much of the variance in the data is explained by the model (scaled 0 to 1).",
T017,B-5,"5. What are the types data ML uses , What are the quality of good data?",8,"In Machine Learning, data is categorized based on its structure and the type of information it conveys. High-quality data is the single most important factor in determining whether a model succeeds or fails.
+1

1. Types of Data used in ML
Data is generally classified into three structural categories:

Structured Data: Highly organized data typically found in spreadsheets or SQL databases. It has a fixed schema (e.g., names, dates, and prices).
+1

Unstructured Data: Data that does not have a predefined format, making it harder for traditional algorithms to process. Examples include images, audio files, videos, and raw text.
+1

Semi-Structured Data: This lies in between, containing tags or markers to separate data elements but lacking a rigid structure. Examples include JSON, XML, and HTML files.
+1

From a mathematical perspective, we also split data into:

Numerical (Quantitative): Discrete (counts) or Continuous (measurements like height).

Categorical (Qualitative): Nominal (no order, like ""Color"") or Ordinal (has an order, like ""Education Level"").

2. Qualities of Good Data
Not all data is useful. To build a reliable model, the data must possess the following qualities:

Accuracy: The data must be correct and free from errors. Inaccurate data (e.g., a person’s age listed as 200) leads to ""Garbage In, Garbage Out.""
+1

Completeness: Good data should not have significant gaps or missing values. A dataset with 50% missing entries will struggle to provide a full picture of the underlying patterns.

Consistency: Data should be uniform across the entire set. For example, if ""United States"" is written as ""US"" in some rows and ""USA"" in others, the model may treat them as different entities.

Relevancy: The features included must have a logical relationship with the target variable. Including ""eye color"" to predict ""credit score"" is irrelevant noise.

Timeliness: Data should be up-to-date. Using housing prices from 1990 to predict 2026 market values will result in a failed model because the trends have changed.

Representativeness (Diversity): The data must represent the real-world population it aims to predict. If a facial recognition model is only trained on one ethnicity, it will fail to generalize to others (bias).",
T017,B-6,6. Write note on Naive bayes and SVM in detail,8,"Both Naive Bayes and Support Vector Machines (SVM) are fundamental supervised learning algorithms used primarily for classification. While Naive Bayes is based on probability, SVM is based on geometry.1. Naive Bayes ClassifierNaive Bayes is a probabilistic classifier based on Bayes' Theorem. It is called ""Naive"" because it assumes that all input features are independent of each other—an assumption that is rarely true in real life but makes the math incredibly fast.+1The Principle: It calculates the probability of a hypothesis (class) given the evidence (features).$$P(A|B) = \frac{P(B|A) \cdot P(A)}{P(B)}$$Key Characteristics:Extremely Fast: Since it treats features independently, it requires very little training data.Text Specialist: It performs exceptionally well in Natural Language Processing (NLP).Real-world Example: Spam Filtering. It calculates the probability that an email is ""Spam"" based on the frequency of words like ""Winner,"" ""Free,"" or ""Account.""Pros: Highly scalable and works well with high-dimensional data.Cons: The ""independence assumption"" can limit its accuracy in complex datasets where features interact.2. Support Vector Machine (SVM)SVM is a non-probabilistic linear classifier that seeks to find the ""best"" boundary to separate different classes.The Principle: It searches for a Hyperplane in an $n$-dimensional space that maximizes the Margin (the distance between the closest data points of different classes). These closest points are called Support Vectors.The Kernel Trick: For data that isn't linearly separable (like a circle within a circle), SVM uses ""Kernels"" to project the data into a higher dimension where a straight line can separate them.Common Kernels: Linear, Polynomial, and RBF (Radial Basis Function).Key Characteristics:Robust to Outliers: Since the boundary only depends on Support Vectors, far-away points don't affect the model.Effective in High Dimensions: Works well even when the number of features is greater than the number of samples.Real-world Example: Face Detection or Handwriting Recognition, where the boundary between ""A"" and ""B"" needs to be very precise.Pros: Very powerful for complex datasets and resistant to overfitting.Cons: Not suitable for very large datasets as the training time is high; it also doesn't provide probability estimates directly.",
T018,A-1,"1. Explain the AdaBoost algorithm. Describe how weak learners are combined, weight updating, and how boosting reduces bias.",8,"AdaBoost, short for Adaptive Boosting, is one of the first and most influential boosting algorithms. It is an ensemble technique that combines multiple ""weak learners"" to create a single ""strong learner."" The primary goal of AdaBoost is to turn a model that is only slightly better than random guessing into a highly accurate predictive engine.

1. How Weak Learners are Combined
In AdaBoost, the base models are typically very simple, such as Decision Stumps (a decision tree with only one split and two leaf nodes).

Unlike Bagging, where models are trained in parallel, AdaBoost trains learners sequentially:

Each stump is assigned a ""weight"" based on its accuracy.

The final prediction is a weighted majority vote (for classification) or a weighted sum.

A stump that is 90% accurate will have much more ""say"" in the final decision than a stump that is only 55% accurate.

2. The Weight Updating Mechanism
The ""Adaptive"" part of AdaBoost refers to how the algorithm treats data points.

Initial State: Every data point starts with an equal weight.

Training: A weak learner is trained. Some points will be classified correctly, and others incorrectly.

Increasing Difficulty: The weights of the misclassified points are increased, while the weights of correctly classified points are decreased.

Sequential Focus: The next weak learner is forced to pay more attention to the ""difficult"" points (those with higher weights).

This cycle repeats for a pre-defined number of iterations or until the error is minimized.

3. How Boosting Reduces Bias
Bias refers to the error introduced by approximating a real-life problem with a model that is too simple. Because AdaBoost uses an iterative process to ""fix"" the mistakes of previous models:

It continuously narrows the gap between the predicted value and the actual value.

By focusing specifically on data points the previous models found difficult, it builds a complex decision boundary from many simple ones.

This transformation of ""underfitting"" weak learners into a collective powerhouse effectively minimizes the Total Bias of the system.",
T018,A-2,"2. Describe the internal working of LSTM (Long Short-Term Memory) networks. Explain input gate, forget gate, output gate, and cell state with equations.",8,"Internal Working of LSTM Networks (8 Marks)
Long Short-Term Memory (LSTM) is a specialized type of Recurrent Neural Network (RNN) designed to solve the ""vanishing gradient"" problem. Standard RNNs often ""forget"" the beginning of a long sentence or sequence; LSTMs solve this by using a ""Cell State"" and ""Gates"" to selectively choose what to remember and what to discard.

1. The Cell State (Ct)
The cell state is the ""long-term memory"" of the network. It acts like a conveyor belt carrying information across the entire sequence. The gates interact with this belt to add or remove information.

2. The Forget Gate (ft)
This gate decides which information from the previous state is no longer useful and should be thrown away. It looks at the previous hidden state (h_t-1) and the current input (x_t) and outputs a number between 0 (forget) and 1 (keep).

Equation: ft = sigmoid(Wf * [h_t-1, xt] + bf)

3. The Input Gate (it and ~Ct)
This gate decides what new information will be stored in the cell state. It consists of two parts:

The Sigmoid part (it): Decides which values to update.

Equation: it = sigmoid(Wi * [h_t-1, xt] + bi)

The Tanh part (~Ct): Creates a vector of new candidate values to be added to the state.

Equation: ~Ct = tanh(Wc * [h_t-1, xt] + bc)

Updating the Memory: The network then combines these to update the cell state:
Ct = (ft * C_t-1) + (it * ~Ct)

4. The Output Gate (ot)
This gate decides what the next hidden state (short-term memory) should be. It filters the current cell state to produce the output.

The Sigmoid part (ot): Decides which parts of the cell state to output.

Equation: ot = sigmoid(Wo * [h_t-1, xt] + bo)

Final Hidden State (ht): The cell state is passed through a tanh function and multiplied by the output gate.

Equation: ht = ot * tanh(Ct)

Summary of the Flow
Forget: Get rid of irrelevant old data.

Store: Add relevant new data to the long-term memory.

Update: Refresh the conveyor belt (cell state).

Output: Send the filtered result to the next step.",
T018,A-3,"3. Explain the process of Feature Engineering in Machine Learning.Discuss feature creation, selection, extraction, and the impact on modelperformance.",8,"Feature engineering is the process of using domain knowledge to transform raw data into informative features that help machine learning algorithms understand the underlying patterns. It is often cited as the most important factor in the success or failure of a model.

1. Feature Creation
Feature creation involves generating new variables from existing data to expose hidden relationships.

Transformation: Applying mathematical functions (like square roots or logarithms) to handle skewed data.

Interaction Features: Combining two or more features to show their joint effect (e.g., multiplying ""Width"" and ""Height"" to get ""Area"").

Temporal Features: Extracting specific details from timestamps, such as ""Day of Week"" or ""Is Holiday,"" which are often more predictive than a raw date.

2. Feature Selection
Feature selection is the process of identifying and keeping only the most relevant variables. Including irrelevant features creates ""noise"" and slows down the model.
+1

Filter Methods: Using statistical tests (like Correlation or Chi-Square) to rank features based on their relationship with the output.

Wrapper Methods: Training the model on different subsets of features and selecting the combination that gives the best performance (e.g., Recursive Feature Elimination).

Embedded Methods: Algorithms like Lasso Regression that automatically penalize and remove less useful features during the training process.

3. Feature Extraction
Unlike selection (which keeps or drops variables), extraction transforms the entire data space into a completely new, smaller set of features.

PCA (Principal Component Analysis): Reduces high-dimensional data by creating new ""Principal Components"" that capture the most variance.

LDA (Linear Discriminant Analysis): Focuses on maximizing the separability between different classes.

4. Impact on Model Performance
Accuracy: Well-engineered features allow even simple models to achieve high accuracy.

Reducing Overfitting: By selecting only relevant features and reducing dimensionality, you prevent the model from learning random noise.

Computational Efficiency: Fewer, higher-quality features mean the model trains faster and requires less memory.

Interpretability: Selecting the right features makes it easier to explain why the model made a specific prediction.",
T018,A-4,"4. Discuss the working of the Naive Bayes classifier. Explain conditional probability, independence assumption",8,"The Naive Bayes classifier is a supervised learning algorithm based on the Bayes’ Theorem. It is primarily used for classification tasks, such as spam detection, sentiment analysis, and document categorization. It is favored for its speed and efficiency, especially with high-dimensional data.

1. Conditional Probability
At its core, Naive Bayes uses Conditional Probability, which is the likelihood of an event occurring given that another event has already occurred.

In Machine Learning terms, we want to find the probability of a Class (C) given a set of Features (X). This is represented by the formula:
P(C|X) = [P(X|C) * P(C)] / P(X)

P(C|X): Posterior probability (The goal: Probability of class given features).

P(X|C): Likelihood (Probability of features given the class).

P(C): Prior probability (How often the class occurs overall).

P(X): Evidence (Total probability of the features occurring).

2. The Independence Assumption
The ""Naive"" part of the name comes from a very strong—and often unrealistic—assumption: Class Conditional Independence.

The algorithm assumes that the presence of a particular feature in a class is completely unrelated to the presence of any other feature.

Example: To identify a fruit as an ""Apple,"" the algorithm might look at color (red), shape (round), and diameter (3 inches). Naive Bayes assumes that the redness of the fruit does not depend on its roundness or its size.

Why do this? This assumption simplifies the math significantly. Instead of calculating complex joint probabilities, the algorithm simply multiplies the individual probabilities of each feature together.

3. How the Algorithm Works (Step-by-Step)
Step 1 (Calculate Priors): The model looks at the training data to see how often each class (e.g., ""Spam"" vs. ""Not Spam"") appears.

Step 2 (Create Likelihood Table): For every feature, it calculates the probability of that feature appearing within each class.

Step 3 (Calculate Posterior): When a new data point arrives, the model applies Bayes’ Theorem for every possible class. It multiplies the Prior by all the individual Likelihoods of the features present in that data point.

Step 4 (Final Prediction): The class that results in the highest probability is chosen as the final prediction.

4. Strengths and Weaknesses
Advantage: It is incredibly fast and requires much less training data than complex models like Neural Networks. It works exceptionally well for text data.

Disadvantage: Because of the independence assumption, it cannot learn the relationships between features. If a feature in the test set was never seen in the training set, the model assigns it a zero probability (this is solved using Laplace Smoothing).",
